VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFiles3,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Piano_B.wav,,,3,0,12.873345,0,9,9,9,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,,,3,1,0.48808,0,10,10,10,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,,,3,1,0.67417,0,11,11,11,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,,,3,1,0.723805,0,12,12,12,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,,,3,1,0.44769,0,13,13,13,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,,,3,0,9.147235,0,14,14,14,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,,,3,1,0.457305,0,15,15,15,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,,,3,1,0.54263,0,16,16,16,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_A.wav,,,2,1,1.74449,0,17,17,17,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,,,3,1,0.975145,0,18,18,18,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Siren_B.wav,,,3,0,0.49525,0,19,19,19,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,,,3,1,0.60801,0,20,20,20,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_C.wav,,,2,1,1.124305,0,21,21,21,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_D.wav,,,2,1,0.767705,0,22,22,22,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,,,3,1,0.60072,0,23,23,23,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,,,1,1,0.917785,0,24,24,24,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,,,2,0,0.917435,0,25,25,25,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Snore_B.wav,,,3,1,0.64001,0,26,26,26,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_C.wav,,,2,1,2.966545,0,27,27,27,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Siren_C.wav,,,2,1,1.262325,0,28,28,28,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,,,1,1,0.425885,0,29,29,29,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Piano_C.wav,,,2,1,0.471895,0,30,30,30,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,,,1,1,0.47057,0,31,31,31,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_C.wav,,,2,1,0.35722,0,32,32,32,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_D.wav,,,2,1,0.350755,0,33,33,33,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,,,3,1,0.466925,0,34,34,34,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,,,3,1,1.295595,0,35,35,35,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,,,3,1,1.36723,0,36,36,36,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,,,1,1,0.385255,0,37,37,37,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,,,3,1,0.50053,0,38,38,38,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Laugh_A.wav,,,3,1,0.62722,0,39,39,39,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,,,1,1,0.676665,0,40,40,40,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cough_A.wav,,,3,1,1.536115,0,41,41,41,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,,,3,1,1.639795,0,42,42,42,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,,,1,1,0.704345,0,43,43,43,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chomp_A.wav,,,3,1,0.567285,0,44,44,44,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/CarStart_A.wav,,,3,1,0.72105,0,45,45,45,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,,,1,1,0.40514,0,46,46,46,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,,,3,1,2.399335,0,47,47,47,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,,,3,1,0.443245,0,48,48,48,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,,,3,1,0.32505,0,49,49,49,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Dog_A.wav,,,3,1,0.433605,0,50,50,50,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,,,3,1,0.78304,0,51,51,51,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,,,1,1,0.446065,0,52,52,52,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_C.wav,,,2,1,0.40708,0,53,53,53,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_D.wav,,,2,1,0.40072,0,54,54,54,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,,,1,1,0.340715,0,55,55,55,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,,,2,0,0.476165,0,56,56,56,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,,,2,0,0.41202,0,57,57,57,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,CarStart_D.wav,,,2,1,0.346435,0,58,58,58,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chomp_B.wav,,,2,1,0.935065,0,59,59,59,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,,,2,0,1.899815,0,60,60,60,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,,,3,1,0.352,0,61,61,61,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Dog_C.wav,,,2,1,0.392285,0,62,62,62,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_D.wav,,,2,1,0.49523,0,63,63,63,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,,,1,1,0.42287,0,64,64,64,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_C.wav,,,2,1,0.42339,0,65,65,65,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,,,3,1,1.03623,0,66,66,66,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,,,1,1,0.4174,0,67,67,67,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,CarStart_B.wav,,,2,1,0.705705,0,68,68,68,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chomp_C.wav,,,2,1,2.637665,0,69,69,69,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,ManWhistle_C.wav,,,3,1,0.88655,0,70,70,70,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,,,1,1,0.35193,0,71,71,71,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,,,3,1,0.418445,0,72,72,72,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,,,3,1,0.501065,0,73,73,73,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,,,1,1,0.350865,0,74,74,74,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Dog_D.wav,,,2,1,0.651665,0,75,75,75,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,,,1,1,0.31417,0,76,76,76,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,,,1,1,0.445475,0,77,77,77,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,,,1,1,0.506305,0,78,78,78,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,,,1,1,0.494875,0,79,79,79,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Goat_B.wav,,,3,1,0.417665,0,80,80,80,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,,,2,1,0.82159,0,81,81,81,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,,,3,1,0.65881,0,82,82,82,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,,,3,1,0.38552,0,83,83,83,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,,,2,0,0.374055,0,84,84,84,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Phone_A.wav,,,3,1,0.434875,0,85,85,85,1,,
,,,,,,,,,,,,,1,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,,,1,1,0.343975,0,86,86,86,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Growl_A.wav,,,3,1,0.33887,0,87,87,87,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,,,3,1,1.165,0,88,88,88,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Whistle_A.wav,,,3,1,0.676275,0,89,89,89,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Goat_A.wav,,,2,1,1.42911,0,90,90,90,1,,
,,,,,,,,,,,,,2,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,ManWhistle_D.wav,,,2,1,0.500805,0,91,91,91,1,,
,,,,,,,,,,,,,3,5edb99c84dbf2e82ca0fb381,001,2021-01-24_16h59.09.245,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,,,3,1,1.20661,0,92,92,92,1,,
