VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Correct2,Type,Trial,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Piano_D.wav,3,NEW,B,,,3,1,0.272345,0,19,19,19,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,1,OLD,B,,,1,1,0.35979,0,20,20,20,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,1,OLD,B,,,1,1,0.271955,0,21,21,21,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,3,NEW,B,,,3,1,0.250015,0,22,22,22,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,1,OLD,B,,,1,1,1.617685,0,23,23,23,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_A.wav,3,NEW,B,,,2,0,4.694885,0,24,24,24,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chick_A.wav,2,SIMILAR,B,,,1,0,0.722965,0,25,25,25,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Dog_E.wav,3,NEW,B,,,3,1,0.3471,0,26,26,26,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bowlingpins.wav,1,OLD,B,,,1,1,0.322575,0,27,27,27,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,3,NEW,B,,,3,1,0.27888,0,28,28,28,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,1,OLD,B,,,1,1,0.28306,0,29,29,29,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_D.wav,3,NEW,B,,,3,1,0.302545,0,30,30,30,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Faucet_C.wav,2,SIMILAR,B,,,1,0,0.328255,0,31,31,31,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,2,SIMILAR,B,,,2,1,0.292475,0,32,32,32,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_E.wav,2,SIMILAR,B,,,2,1,0.531505,0,33,33,33,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,3,NEW,B,,,3,1,0.271395,0,34,34,34,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_D.wav,2,SIMILAR,B,,,2,1,1.344725,0,35,35,35,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,3,NEW,B,,,3,1,0.148555,0,36,36,36,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Piano_D.wav,1,OLD,B,,,1,1,0.36664,0,37,37,37,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Clap_B.wav,3,NEW,B,,,1,0,0.47003,0,38,38,38,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,3,NEW,B,,,3,1,0.182905,0,39,39,39,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_E.wav,3,NEW,B,,,3,1,0.4076,0,40,40,40,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,3,NEW,B,,,3,1,0.528345,0,41,41,41,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,OLD,B,,,1,1,1.04312,0,42,42,42,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Hammer_A.wav,3,NEW,B,,,3,1,1.160825,0,43,43,43,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Goat_D.wav,3,NEW,B,,,3,1,0.54092,0,44,44,44,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Coin_D.wav,3,NEW,B,,,3,1,0.36859,0,45,45,45,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,1,OLD,B,,,2,0,1.36783,0,46,46,46,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,3,NEW,B,,,3,1,1.613325,0,47,47,47,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,3,NEW,B,,,3,1,0.503895,0,48,48,48,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,1,OLD,B,,,1,1,0.24621,0,49,49,49,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_C.wav,2,SIMILAR,B,,,1,0,4.029175,0,50,50,50,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,3,NEW,B,,,2,0,0.70588,0,51,51,51,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Dog_F.wav,2,SIMILAR,B,,,2,1,1.01164,0,52,52,52,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Horse.wav,3,NEW,B,,,3,1,0.2649,0,53,53,53,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chomp_A.wav,3,NEW,B,,,3,1,0.07833,0,54,54,54,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,1,OLD,B,,,1,1,1.40716,0,55,55,55,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Clap_C.wav,2,SIMILAR,B,,,2,1,3.23756,0,56,56,56,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Crow_B.wav,3,NEW,B,,,3,1,3.23174,0,57,57,57,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_F.wav,2,SIMILAR,B,,,2,1,1.12452,0,58,58,58,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Printer.wav,3,NEW,B,,,3,1,0.942555,0,59,59,59,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,1,OLD,B,,,1,1,0.48912,0,60,60,60,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_C.wav,2,SIMILAR,B,,,2,1,0.719085,0,61,61,61,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,CarStart_F.wav,3,NEW,B,,,3,1,0.447435,0,62,62,62,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Goat_C.wav,2,SIMILAR,B,,,2,1,0.75092,0,63,63,63,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Coin_E.wav,2,SIMILAR,B,,,3,0,2.400495,0,64,64,64,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,1,OLD,B,,,2,0,0.161785,0,65,65,65,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,1,OLD,B,,,1,1,0.46114,0,66,66,66,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,1,OLD,B,,,3,0,1.58591,0,67,67,67,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,3,NEW,B,,,3,1,0.27891,0,68,68,68,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,1,OLD,B,,,2,0,3.25004,0,69,69,69,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,3,NEW,B,,,3,1,0.88118,0,70,70,70,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,1,OLD,B,,,3,0,1.04288,0,71,71,71,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Hammer_A.wav,3,NEW,B,,,3,1,1.430015,0,72,72,72,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,1,OLD,B,,,2,0,0.870865,0,73,73,73,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,3,NEW,B,,,3,1,0.55112,0,74,74,74,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Steam.wav,3,NEW,B,,,3,1,0.40347,0,75,75,75,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Horse.wav,1,OLD,B,,,1,1,0.514095,0,76,76,76,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_C.wav,3,NEW,B,,,2,0,0.78534,0,77,77,77,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Printer.wav,1,OLD,B,,,3,0,1.925785,0,78,78,78,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Crow_A.wav,2,SIMILAR,B,,,2,1,0.260295,0,79,79,79,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,3,NEW,B,,,3,1,1.08443,0,80,80,80,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chomp_E.wav,2,SIMILAR,B,,,2,1,0.289615,0,81,81,81,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,3,NEW,B,,,3,1,0.228595,0,82,82,82,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,NEW,B,,,3,1,2.173455,0,83,83,83,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,3,NEW,B,,,3,1,2.25696,0,84,84,84,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,3,NEW,B,,,3,1,0.51412,0,85,85,85,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,CarStart_E.wav,2,SIMILAR,B,,,1,0,1.889205,0,86,86,86,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_F.wav,3,NEW,B,,,3,1,0.649745,0,87,87,87,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,3,NEW,B,,,2,0,0.801585,0,88,88,88,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,1,OLD,B,,,2,0,0.2712,0,89,89,89,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,1,OLD,B,,,1,1,0.08877,0,90,90,90,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,3,NEW,B,,,3,1,0.42089,0,91,91,91,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,1,OLD,B,,,3,0,1.21376,0,92,92,92,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,3,NEW,B,,,3,1,0.394785,0,93,93,93,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,3,NEW,B,,,3,1,0.31374,0,94,94,94,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_D.wav,2,SIMILAR,B,,,1,0,0.234495,0,95,95,95,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,3,NEW,B,,,3,1,4.01597,0,96,96,96,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,1,OLD,B,,,1,1,0.66829,0,97,97,97,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,NEW,B,,,3,1,0.313925,0,98,98,98,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Steam.wav,1,OLD,B,,,2,0,0.090575,0,99,99,99,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Writing_C.wav,2,SIMILAR,B,,,2,1,3.817775,0,100,100,100,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,1,OLD,B,,,1,1,0.60893,0,101,101,101,1,,
