VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,SoundCorrect,Correct2,SoundType,Trial,StartTast.keys,StartTast.rt,key_resp.keys,key_resp.corr,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Fireworks.wav,2,3,NEW,A,,,2,1,0.26534,0,87,87,87,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bullfrog.wav,1,1,OLD,A,,,1,1,0.23412,0,88,88,88,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Siren_A.wav,2,2,SIMILAR,A,,,2,1,0.23046,0,89,89,89,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Crow_A.wav,2,2,SIMILAR,A,,,1,0,0.27435,0,90,90,90,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Goat_D.wav,2,3,NEW,A,,,2,1,0.24343,0,91,91,91,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/HairDryer_A.wav,1,1,OLD,A,,,1,1,0.251195,0,92,92,92,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Cuckoo_A.wav,1,1,OLD,A,,,1,1,0.22295,0,93,93,93,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Coin_D.wav,2,3,NEW,A,,,2,1,0.306155,0,94,94,94,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Howl.wav,2,3,NEW,A,,,2,1,0.27326,0,95,95,95,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Hammer_A.wav,1,1,OLD,A,,,1,1,0.350385,0,96,96,96,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Helicopter_A.wav,2,3,NEW,A,,,2,1,0.285,0,97,97,97,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bubbles_A.wav,2,3,NEW,A,,,2,1,1.233965,0,98,98,98,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Footsteps_F.wav,2,2,SIMILAR,A,,,2,1,0.62006,0,99,99,99,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Growl_G.wav,2,3,NEW,A,,,1,0,1.224835,0,100,100,100,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Horse.wav,2,3,NEW,A,,,2,1,0.25618,0,101,101,101,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Piano_D.wav,1,1,OLD,A,,,1,1,0.209625,0,102,102,102,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Dog_F.wav,2,2,SIMILAR,A,,,2,1,0.84756,0,103,103,103,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Fireworks.wav,1,1,OLD,A,,,1,1,1.67552,0,104,104,104,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Printer.wav,2,3,NEW,A,,,2,1,0.30659,0,105,105,105,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Camera.wav,2,3,NEW,A,,,2,1,0.26761,0,106,106,106,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Clap_B.wav,2,3,NEW,A,,,1,0,0.139035,0,107,107,107,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/PaperRip.wav,2,3,NEW,A,,,2,1,0.325445,0,108,108,108,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Coin_E.wav,2,2,SIMILAR,A,,,1,0,0.286355,0,109,109,109,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Droplet_B.wav,2,3,NEW,A,,,2,1,0.209665,0,110,110,110,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Steam.wav,2,3,NEW,A,,,2,1,0.219395,0,111,111,111,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Helicopter_A.wav,1,1,OLD,A,,,1,1,0.236425,0,112,112,112,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/CarStart_A.wav,2,3,NEW,A,,,2,1,0.194675,0,113,113,113,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Howl.wav,1,1,OLD,A,,,1,1,0.22434,0,114,114,114,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Growl_H.wav,2,2,SIMILAR,A,,,1,0,0.22628,0,115,115,115,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Goat_C.wav,2,2,SIMILAR,A,,,1,0,0.20923,0,116,116,116,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Donkey.wav,2,3,NEW,A,,,2,1,0.716925,0,117,117,117,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/PaperRip.wav,1,1,OLD,A,,,1,1,0.251895,0,118,118,118,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bubbles_B.wav,2,2,SIMILAR,A,,,2,1,0.250525,0,119,119,119,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Horse.wav,1,1,OLD,A,,,1,1,0.272905,0,120,120,120,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Printer.wav,1,1,OLD,A,,,2,0,0.45155,0,121,121,121,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Camera.wav,1,1,OLD,A,,,1,1,0.229935,0,122,122,122,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Droplet_B.wav,1,1,OLD,A,,,1,1,0.23074,0,123,123,123,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Steam.wav,1,1,OLD,A,,,2,0,0.934075,0,124,124,124,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/CarStart_B.wav,2,2,SIMILAR,A,,,1,0,0.21861,0,125,125,125,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Donkey.wav,1,1,OLD,A,,,1,1,0.19683,0,126,126,126,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Clap_C.wav,2,2,SIMILAR,A,,,2,1,0.273935,0,127,127,127,1,,
,,,,,,,,,,,,,,5ff710f366c8103139f19489,1,2021-03-08_15h16.38.003,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,20.44336
