VolumeContinueKey.keys,VolumeContinueKey.rt,ContinueResp.keys,ContinueResp.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFiles3,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,,Test/Foils/PaperRip.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.41743,0,77,77,77,1,,
,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.589865,0,78,78,78,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.253425,0,79,79,79,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Goat_B.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.16838,0,80,80,80,1,,
,,,,,,,,,,,,,,Coin_B.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,6.06856,0,81,81,81,1,,
,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.000895,0,82,82,82,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.21717,0,83,83,83,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.21752,0,84,84,84,1,,
,,,,,,,,,,,,,,Initial/Repeat/Phone_A.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,4.618735,0,85,85,85,1,,
,,,,,,,,,,,,,,Test/Foils/PaperRip.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.301745,0,86,86,86,1,,
