VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFiles3,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,ManWhistle_D.wav,,,2,1,1.136155,0,91,91,91,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,,,3,1,0.287015,0,92,92,92,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Phone_C.wav,,,2,1,0.28389,0,93,93,93,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Growl_B.wav,,,2,1,0.348575,0,94,94,94,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,,,1,1,0.267465,0,95,95,95,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,,,2,0,0.351515,0,96,96,96,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,,,1,1,0.30332,0,97,97,97,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Goat_C.wav,,,1,0,0.28728,0,98,98,98,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,,,3,0,0.407525,0,99,99,99,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Whistle_B.wav,,,3,0,0.300875,0,100,100,100,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Growl_D.wav,,,1,0,1.25318,0,101,101,101,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Footsteps_B.wav,,,3,1,0.332675,0,102,102,102,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Phone_D.wav,,,2,1,0.30044,0,103,103,103,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,,,1,1,0.300725,0,104,104,104,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,,,1,1,0.333735,0,105,105,105,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,,,1,1,0.316865,0,106,106,106,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Whistle_C.wav,,,2,1,0.43155,0,107,107,107,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,,,2,0,1.000355,0,108,108,108,1,,
,,,,,,,,,,,,,,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,space,35.3729
