VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFiles3,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,,,3,1,0.65563,0,2,2,2,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Piano_A.wav,,,3,1,0.933695,0,3,3,3,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Siren_A.wav,,,3,1,0.9203,0,4,4,4,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bird.wav,,,3,1,1.217695,0,5,5,5,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,,,3,1,1.600075,0,6,6,6,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Baby_B.wav,,,3,1,0.669365,0,7,7,7,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,,,3,1,0.505935,0,8,8,8,1
,,,,,,,,,,,,,2,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Piano_B.wav,,,3,0,7.63807,0,9,9,9,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,,,3,1,0.62661,0,10,10,10,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,,,3,1,0.30055,0,11,11,11,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,,,3,1,0.85928,0,12,12,12,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,,,3,1,0.40261,0,13,13,13,1
,,,,,,,,,,,,,1,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,,,3,0,0.10859,0,14,14,14,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,,,3,1,0.58751,0,15,15,15,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,,,3,1,0.40203,0,16,16,16,1
,,,,,,,,,,,,,2,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_A.wav,,,3,0,4.59101,0,17,17,17,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,,,3,1,0.56889,0,18,18,18,1
,,,,,,,,,,,,,2,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Siren_B.wav,,,3,0,0.368435,0,19,19,19,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,,,3,1,0.764115,0,20,20,20,1
,,,,,,,,,,,,,2,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_C.wav,,,3,0,0.41981,0,21,21,21,1
,,,,,,,,,,,,,2,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_D.wav,,,3,0,0.5524,0,22,22,22,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,,,3,1,0.622055,0,23,23,23,1
,,,,,,,,,,,,,1,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,,,3,0,0.642575,0,24,24,24,1
,,,,,,,,,,,,,1,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,,,3,0,0.374375,0,25,25,25,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Snore_B.wav,,,3,1,0.56595,0,26,26,26,1
,,,,,,,,,,,,,2,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_C.wav,,,3,0,0.6378,0,27,27,27,1
,,,,,,,,,,,,,2,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Siren_C.wav,,,3,0,0.5383,0,28,28,28,1
,,,,,,,,,,,,,1,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,,,3,0,0.38438,0,29,29,29,1
,,,,,,,,,,,,,2,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Piano_C.wav,,,3,0,0.37284,0,30,30,30,1
,,,,,,,,,,,,,1,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,,,3,0,0.35351,0,31,31,31,1
,,,,,,,,,,,,,2,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_C.wav,,,3,0,5.219225,0,32,32,32,1
,,,,,,,,,,,,,2,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_D.wav,,,3,0,0.53648,0,33,33,33,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,,,3,1,0.26027,0,34,34,34,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Buzz.wav,,,3,1,4.43306,0,35,35,35,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,,,3,1,0.39349,0,36,36,36,1
,,,,,,,,,,,,,1,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,,,1,1,0.60346,0,37,37,37,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,,,3,1,5.501205,0,38,38,38,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Laugh_A.wav,,,3,1,0.45062,0,39,39,39,1
,,,,,,,,,,,,,1,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,,,3,0,0.331025,0,40,40,40,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cough_A.wav,,,3,1,7.083725,0,41,41,41,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,,,3,1,1.518325,0,42,42,42,1
,,,,,,,,,,,,,1,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,,,3,0,0.419085,0,43,43,43,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chomp_A.wav,,,3,1,0.37101,0,44,44,44,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/CarStart_A.wav,,,3,1,2.87934,0,45,45,45,1
,,,,,,,,,,,,,1,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,,,3,0,1.15592,0,46,46,46,1
,,,,,,,,,,,,,3,,001,2021-01-23_23h14.20.575,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,,,3,1,0.831515,0,47,47,47,1
