VolumeContinueKey.keys,VolumeContinueKey.rt,ContinueResp.keys,ContinueResp.rt,Welcome2Continue.keys,Welcome2Continue.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFiles3,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.16901,0,8,8,8,1,,
,,,,,,,,,,,,,,,,Piano_B.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,0,3.007175,0,9,9,9,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.75308,0,10,10,10,1,,
,,,,,,,,,,,,,,,,Test/Foils/Typing.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.45732,0,11,11,11,1,,
,,,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.837525,0,12,12,12,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.237165,0,13,13,13,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,0,0.552285,0,14,14,14,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.60105,0,15,15,15,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.817745,0,16,16,16,1,,
,,,,,,,,,,,,,,,,Baby_A.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,0,0.478065,0,17,17,17,1,,
,,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.526155,0,18,18,18,1,,
,,,,,,,,,,,,,,,,Siren_B.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,0,0.98553,0,19,19,19,1,,
,,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.60226,0,20,20,20,1,,
,,,,,,,,,,,,,,,,Bird_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,0,0.65165,0,21,21,21,1,,
,,,,,,,,,,,,,,,,Pour_D.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.790965,0,22,22,22,1,,
,,,,,,,,,,,,,,,,Test/Foils/Camera.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.94354,0,23,23,23,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.78552,0,24,24,24,1,,
,,,,,,,,,,,,,,,,Test/Foils/Typing.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.85126,0,25,25,25,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Snore_B.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.05064,0,26,26,26,1,,
,,,,,,,,,,,,,,,,Baby_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,1.134585,0,27,27,27,1,,
,,,,,,,,,,,,,,,,Siren_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,1.121395,0,28,28,28,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.76905,0,29,29,29,1,,
,,,,,,,,,,,,,,,,Piano_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.65346,0,30,30,30,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.51851,0,31,31,31,1,,
,,,,,,,,,,,,,,,,Pour_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,0,1.581015,0,32,32,32,1,,
,,,,,,,,,,,,,,,,Bird_D.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,0,1.988905,0,33,33,33,1,,
,,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.5841,0,34,34,34,1,,
,,,,,,,,,,,,,,,,Test/Foils/Buzz.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.965145,0,35,35,35,1,,
,,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.48842,0,36,36,36,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.55568,0,37,37,37,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.307945,0,38,38,38,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Laugh_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.88441,0,39,39,39,1,,
,,,,,,,,,,,,,,,,Test/Foils/Typing.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,0,1.45219,0,40,40,40,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Cough_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,2.587445,0,41,41,41,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,0,0.85077,0,42,42,42,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.808105,0,43,43,43,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Chomp_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.91983,0,44,44,44,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/CarStart_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,5.103765,0,45,45,45,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.753555,0,46,46,46,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.751855,0,47,47,47,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.301865,0,48,48,48,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.643025,0,49,49,49,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Dog_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.903325,0,50,50,50,1,,
,,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,3.70531,0,51,51,51,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,1.02158,0,52,52,52,1,,
,,,,,,,,,,,,,,,,Laugh_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,1.518275,0,53,53,53,1,,
,,,,,,,,,,,,,,,,Cough_D.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,0,2.652755,0,54,54,54,1,,
,,,,,,,,,,,,,,,,Test/Foils/Buzz.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.870205,0,55,55,55,1,,
,,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.48935,0,56,56,56,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.824935,0,57,57,57,1,,
,,,,,,,,,,,,,,,,CarStart_D.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,0,2.20677,0,58,58,58,1,,
,,,,,,,,,,,,,,,,Chomp_B.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,1.15972,0,59,59,59,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.87505,0,60,60,60,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.893125,0,61,61,61,1,,
,,,,,,,,,,,,,,,,Dog_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,0,2.088575,0,62,62,62,1,,
,,,,,,,,,,,,,,,,Laugh_D.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,1.017715,0,63,63,63,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,1.417865,0,64,64,64,1,,
,,,,,,,,,,,,,,,,Cough_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,1.588185,0,65,65,65,1,,
,,,,,,,,,,,,,,,,Test/Foils/PaperRip.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.927995,0,66,66,66,1,,
,,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,0,0.638555,0,67,67,67,1,,
,,,,,,,,,,,,,,,,CarStart_B.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.81864,0,68,68,68,1,,
,,,,,,,,,,,,,,,,Chomp_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.84355,0,69,69,69,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Coin_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.650945,0,70,70,70,1,,
,,,,,,,,,,,,,,,,Test/Foils/Buzz.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.904925,0,71,71,71,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.37184,0,72,72,72,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Guitar_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.91731,0,73,73,73,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.85614,0,74,74,74,1,,
,,,,,,,,,,,,,,,,Dog_D.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,2.006465,0,75,75,75,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,1.21921,0,76,76,76,1,,
,,,,,,,,,,,,,,,,Test/Foils/PaperRip.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,2.394355,0,77,77,77,1,,
,,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,1.00452,0,78,78,78,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,1.369,0,79,79,79,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Goat_B.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.074745,0,80,80,80,1,,
,,,,,,,,,,,,,,,,Coin_B.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,1.2535,0,81,81,81,1,,
,,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.112125,0,82,82,82,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.160325,0,83,83,83,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.334535,0,84,84,84,1,,
,,,,,,,,,,,,,,,,Initial/Repeat/Phone_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.517325,0,85,85,85,1,,
,,,,,,,,,,,,,,,,Test/Foils/PaperRip.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,1.001295,0,86,86,86,1,,
,,,,,,,,,,,,,,,,Initial/Doubled/Growl_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.36748,0,87,87,87,1,,
,,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.050475,0,88,88,88,1,,
,,,,,,,,,,,,,,,,Goat_A.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,1.41775,0,89,89,89,1,,
,,,,,,,,,,,,,,,,Coin_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,3.1017,0,90,90,90,1,,
,,,,,,,,,,,,,,,,Initial/Repeat/Whistle_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.4347,0,91,91,91,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.81867,0,92,92,92,1,,
,,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.690305,0,93,93,93,1,,
,,,,,,,,,,,,,,,,Phone_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.88427,0,94,94,94,1,,
,,,,,,,,,,,,,,,,Growl_B.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,0,2.18659,0,95,95,95,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,1.14116,0,96,96,96,1,,
,,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.917775,0,97,97,97,1,,
,,,,,,,,,,,,,,,,Goat_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,1.526705,0,98,98,98,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.807535,0,99,99,99,1,,
,,,,,,,,,,,,,,,,Whistle_B.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,1.70853,0,100,100,100,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Footsteps_B.wav,3,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.83729,0,101,101,101,1,,
,,,,,,,,,,,,,,,,Growl_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,1.630445,0,102,102,102,1,,
,,,,,,,,,,,,,,,,Phone_D.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.950615,0,103,103,103,1,,
,,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.34454,0,104,104,104,1,,
,,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.567365,0,105,105,105,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,1.66116,0,106,106,106,1,,
,,,,,,,,,,,,,,,,Whistle_C.wav,2,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.885355,0,107,107,107,1,,
,,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,1,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.885005,0,108,108,108,1,,
,,,,,,,,,,,,,,,,,,,001,2021-01-18_15h27.05.386,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,space,5.04041
