VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Correct2,Type,Trial,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,3,NEW,B,,,3,1,0.308,0,41,41,41,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,OLD,B,,,2,0,0.4,0,42,42,42,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Hammer_A.wav,3,NEW,B,,,3,1,0.59,0,43,43,43,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Goat_D.wav,3,NEW,B,,,3,1,0.269,0,44,44,44,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Coin_D.wav,3,NEW,B,,,3,1,0.244,0,45,45,45,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,1,OLD,B,,,1,1,0.484,0,46,46,46,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,3,NEW,B,,,3,1,0.901,0,47,47,47,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,3,NEW,B,,,3,1,0.463,0,48,48,48,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,1,OLD,B,,,3,0,0.452,0,49,49,49,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_C.wav,2,SIMILAR,B,,,2,1,2.653,0,50,50,50,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,3,NEW,B,,,3,1,0.453,0,51,51,51,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Dog_F.wav,2,SIMILAR,B,,,2,1,2.794,0,52,52,52,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Horse.wav,3,NEW,B,,,3,1,0.402,0,53,53,53,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chomp_A.wav,3,NEW,B,,,3,1,0.269,0,54,54,54,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,1,OLD,B,,,1,1,0.291,0,55,55,55,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Clap_C.wav,2,SIMILAR,B,,,2,1,1.31,0,56,56,56,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Crow_B.wav,3,NEW,B,,,1,0,0.401,0,57,57,57,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_F.wav,2,SIMILAR,B,,,2,1,0.851,0,58,58,58,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Printer.wav,3,NEW,B,,,3,1,0.539,0,59,59,59,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,1,OLD,B,,,1,1,0.39,0,60,60,60,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_C.wav,2,SIMILAR,B,,,3,0,0.387,0,61,61,61,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,CarStart_F.wav,3,NEW,B,,,3,1,0.534,0,62,62,62,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Goat_C.wav,2,SIMILAR,B,,,3,0,0.339,0,63,63,63,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Coin_E.wav,2,SIMILAR,B,,,1,0,0.625,0,64,64,64,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,1,OLD,B,,,3,0,0.477,0,65,65,65,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,1,OLD,B,,,1,1,0.285,0,66,66,66,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,1,OLD,B,,,3,0,0.301,0,67,67,67,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,3,NEW,B,,,3,1,0.267,0,68,68,68,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,1,OLD,B,,,3,0,0.402,0,69,69,69,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,3,NEW,B,,,3,1,0.369,0,70,70,70,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,1,OLD,B,,,1,1,0.285,0,71,71,71,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Hammer_A.wav,3,NEW,B,,,3,1,1.542,0,72,72,72,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,1,OLD,B,,,1,1,0.118,0,73,73,73,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,3,NEW,B,,,3,1,0.285,0,74,74,74,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Steam.wav,3,NEW,B,,,3,1,0.402,0,75,75,75,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Horse.wav,1,OLD,B,,,3,0,0.236,0,76,76,76,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_C.wav,3,NEW,B,,,3,1,0.301,0,77,77,77,1,,
,,,,,,,,,,,,,1,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Printer.wav,1,OLD,B,,,1,1,0.284,0,78,78,78,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Crow_A.wav,2,SIMILAR,B,,,1,0,0.302,0,79,79,79,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,3,NEW,B,,,3,1,0.085,0,80,80,80,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chomp_E.wav,2,SIMILAR,B,,,3,0,0.302,0,81,81,81,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,3,NEW,B,,,3,1,0.269,0,82,82,82,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,NEW,B,,,3,1,0.269,0,83,83,83,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,3,NEW,B,,,3,1,0.269,0,84,84,84,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,3,NEW,B,,,3,1,0.307,0,85,85,85,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,CarStart_E.wav,2,SIMILAR,B,,,2,1,0.334,0,86,86,86,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_F.wav,3,NEW,B,,,3,1,0.307,0,87,87,87,1,,
,,,,,,,,,,,,,2,5ff0b85befea4044b6a00d64,001,2021-02-28_17h56.31.649,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,3,NEW,B,,,3,1,0.169,0,88,88,88,1,,
